ROW_ID,SPLIT,N_CLUSTERS,CLUSTER,CLUSTER_ORACLE,GATE_CONFIDENCE
tuji1_official_train_0002457,train,3,2,2,1.0
tuji1_official_train_0002458,train,3,2,2,1.0
tuji1_official_train_0002459,train,3,2,2,1.0
tuji1_official_train_0002460,train,3,2,2,1.0
tuji1_official_train_0002461,train,3,2,2,1.0
tuji1_official_train_0002462,train,3,2,2,1.0
tuji1_official_train_0002463,train,3,2,2,1.0
tuji1_official_train_0002464,train,3,2,2,1.0
tuji1_official_train_0002465,train,3,2,2,1.0
tuji1_official_train_0002466,train,3,2,2,1.0
tuji1_official_train_0002467,train,3,2,2,1.0
tuji1_official_train_0002468,train,3,2,2,1.0
tuji1_official_train_0002469,train,3,1,1,1.0
tuji1_official_train_0002470,train,3,1,1,1.0
tuji1_official_train_0002471,train,3,1,1,1.0
tuji1_official_train_0002472,train,3,1,1,1.0
tuji1_official_train_0002473,train,3,1,1,1.0
tuji1_official_train_0002474,train,3,1,1,1.0
tuji1_official_train_0002475,train,3,1,1,1.0
tuji1_official_train_0002476,train,3,1,1,1.0
tuji1_official_train_0002477,train,3,2,2,1.0
tuji1_official_train_0002478,train,3,2,2,1.0
tuji1_official_train_0002479,train,3,2,2,1.0
tuji1_official_train_0002480,train,3,2,2,1.0
tuji1_official_train_0002481,train,3,2,2,1.0
tuji1_official_train_0002482,train,3,2,2,1.0
tuji1_official_train_0002483,train,3,2,2,1.0
tuji1_official_train_0002484,train,3,2,2,1.0
tuji1_official_train_0002485,train,3,2,2,1.0
tuji1_official_train_0002486,train,3,2,2,1.0
tuji1_official_train_0002487,train,3,2,2,1.0
tuji1_official_train_0002488,train,3,2,2,1.0
tuji1_official_train_0002489,train,3,2,2,1.0
tuji1_official_train_0002490,train,3,2,2,1.0
tuji1_official_train_0002491,train,3,2,2,1.0
tuji1_official_train_0002492,train,3,2,2,1.0
tuji1_official_train_0002493,train,3,2,2,1.0
tuji1_official_train_0002494,train,3,1,1,1.0
tuji1_official_train_0002495,train,3,1,1,1.0
tuji1_official_train_0002496,train,3,1,1,1.0
tuji1_official_train_0002497,train,3,1,1,1.0
tuji1_official_train_0002498,train,3,1,1,1.0
tuji1_official_train_0002499,train,3,1,1,1.0
tuji1_official_train_0002500,train,3,1,1,1.0
tuji1_official_train_0002501,train,3,1,1,1.0
tuji1_official_train_0002502,train,3,2,2,1.0
tuji1_official_train_0002503,train,3,2,2,1.0
tuji1_official_train_0002504,train,3,2,2,1.0
tuji1_official_train_0002505,train,3,2,2,1.0
tuji1_official_train_0002506,train,3,2,2,1.0
tuji1_official_train_0002507,train,3,2,2,1.0
tuji1_official_train_0002508,train,3,2,2,1.0
tuji1_official_train_0002509,train,3,2,2,1.0
tuji1_official_train_0002510,train,3,2,2,1.0
tuji1_official_train_0002511,train,3,2,2,1.0
tuji1_official_train_0002512,train,3,2,2,1.0
tuji1_official_train_0002513,train,3,2,2,1.0
tuji1_official_train_0002514,train,3,2,2,1.0
tuji1_official_train_0002515,train,3,1,1,1.0
tuji1_official_train_0002516,train,3,1,1,1.0
tuji1_official_train_0002517,train,3,1,1,1.0
tuji1_official_train_0002518,train,3,1,1,1.0
tuji1_official_train_0002519,train,3,1,1,1.0
tuji1_official_train_0002520,train,3,1,1,1.0
tuji1_official_train_0002521,train,3,1,1,1.0
tuji1_official_train_0002522,train,3,1,1,1.0
tuji1_official_train_0002523,train,3,2,2,1.0
tuji1_official_train_0002524,train,3,2,2,1.0
tuji1_official_train_0002525,train,3,2,2,1.0
tuji1_official_train_0002526,train,3,2,2,1.0
tuji1_official_train_0002527,train,3,2,2,1.0
tuji1_official_train_0002528,train,3,2,2,1.0
tuji1_official_train_0002529,train,3,2,2,1.0
tuji1_official_train_0002530,train,3,2,2,1.0
tuji1_official_train_0002531,train,3,2,2,1.0
tuji1_official_train_0002532,train,3,2,2,1.0
tuji1_official_train_0002533,train,3,1,1,1.0
tuji1_official_train_0002534,train,3,1,1,1.0
tuji1_official_train_0002535,train,3,1,1,1.0
tuji1_official_train_0002536,train,3,1,1,1.0
tuji1_official_train_0002537,train,3,1,1,1.0
tuji1_official_train_0002538,train,3,1,1,1.0
tuji1_official_train_0002539,train,3,2,2,1.0
tuji1_official_train_0002540,train,3,2,2,1.0
tuji1_official_train_0002541,train,3,2,2,1.0
tuji1_official_train_0002542,train,3,2,2,1.0
tuji1_official_train_0002543,train,3,2,2,1.0
tuji1_official_train_0002544,train,3,2,2,1.0
tuji1_official_train_0002545,train,3,2,2,1.0
tuji1_official_train_0002546,train,3,2,2,1.0
tuji1_official_train_0002547,train,3,2,2,1.0
tuji1_official_train_0002548,train,3,2,2,1.0
tuji1_official_train_0002549,train,3,1,1,1.0
tuji1_official_train_0002550,train,3,1,1,1.0
tuji1_official_train_0002551,train,3,1,1,1.0
tuji1_official_train_0002552,train,3,2,2,1.0
tuji1_official_train_0002553,train,3,2,2,1.0
tuji1_official_train_0002554,train,3,2,2,1.0
tuji1_official_train_0002555,train,3,2,2,1.0
tuji1_official_train_0002556,train,3,2,2,1.0
tuji1_official_train_0002557,train,3,2,2,1.0
tuji1_official_train_0002558,train,3,2,2,1.0
tuji1_official_train_0002559,train,3,2,2,1.0
tuji1_official_train_0002560,train,3,1,1,1.0
tuji1_official_train_0002561,train,3,1,1,1.0
tuji1_official_train_0002562,train,3,1,1,1.0
tuji1_official_train_0002563,train,3,1,1,1.0
tuji1_official_train_0002564,train,3,1,1,1.0
tuji1_official_train_0002565,train,3,2,2,1.0
tuji1_official_train_0002566,train,3,2,2,1.0
tuji1_official_train_0002567,train,3,2,2,1.0
tuji1_official_train_0002568,train,3,2,2,1.0
tuji1_official_train_0002569,train,3,2,2,1.0
tuji1_official_train_0002570,train,3,2,2,1.0
tuji1_official_train_0002571,train,3,2,2,1.0
tuji1_official_train_0002572,train,3,2,2,1.0
tuji1_official_train_0002573,train,3,2,2,1.0
tuji1_official_train_0002574,train,3,1,1,1.0
tuji1_official_train_0002575,train,3,1,1,1.0
tuji1_official_train_0002576,train,3,1,1,1.0
tuji1_official_train_0002577,train,3,1,1,1.0
tuji1_official_train_0002578,train,3,1,1,1.0
tuji1_official_train_0002579,train,3,2,2,1.0
tuji1_official_train_0002580,train,3,2,2,1.0
tuji1_official_train_0002581,train,3,2,2,1.0
tuji1_official_train_0002582,train,3,2,2,1.0
tuji1_official_train_0002583,train,3,2,2,1.0
tuji1_official_train_0002584,train,3,2,2,1.0
tuji1_official_train_0002585,train,3,2,2,1.0
tuji1_official_train_0002586,train,3,2,2,1.0
tuji1_official_train_0002587,train,3,2,2,1.0
tuji1_official_train_0002588,train,3,2,2,1.0
tuji1_official_train_0002589,train,3,1,1,1.0
tuji1_official_train_0002590,train,3,1,1,1.0
tuji1_official_train_0002591,train,3,1,1,1.0
tuji1_official_train_0002592,train,3,2,2,1.0
tuji1_official_train_0002593,train,3,2,2,1.0
tuji1_official_train_0002594,train,3,2,2,1.0
tuji1_official_train_0002595,train,3,2,2,1.0
tuji1_official_train_0002596,train,3,2,2,1.0
tuji1_official_train_0002597,train,3,2,2,1.0
tuji1_official_train_0002598,train,3,2,2,1.0
tuji1_official_train_0002599,train,3,2,2,1.0
tuji1_official_train_0002600,train,3,2,2,1.0
tuji1_official_train_0002601,train,3,1,1,1.0
tuji1_official_train_0002602,train,3,1,1,1.0
tuji1_official_train_0002603,train,3,1,1,1.0
tuji1_official_train_0002604,train,3,1,1,1.0
tuji1_official_train_0002605,train,3,1,1,1.0
tuji1_official_train_0002606,train,3,2,2,1.0
tuji1_official_train_0002607,train,3,2,2,1.0
tuji1_official_train_0002608,train,3,2,2,1.0
tuji1_official_train_0002609,train,3,2,2,1.0
tuji1_official_train_0002610,train,3,2,2,1.0
tuji1_official_train_0002611,train,3,2,2,1.0
tuji1_official_train_0002612,train,3,2,2,1.0
tuji1_official_train_0002613,train,3,2,2,1.0
tuji1_official_train_0002614,train,3,2,2,1.0
tuji1_official_train_0002615,train,3,1,1,1.0
tuji1_official_train_0002616,train,3,1,1,1.0
tuji1_official_train_0002617,train,3,1,1,1.0
tuji1_official_train_0002618,train,3,1,1,1.0
tuji1_official_train_0002619,train,3,1,1,1.0
tuji1_official_train_0002620,train,3,2,2,1.0
tuji1_official_train_0002621,train,3,2,2,1.0
tuji1_official_train_0002622,train,3,2,2,1.0
tuji1_official_train_0002623,train,3,2,2,1.0
tuji1_official_train_0002624,train,3,2,2,1.0
tuji1_official_train_0002625,train,3,2,2,1.0
tuji1_official_train_0002626,train,3,2,2,1.0
tuji1_official_train_0002627,train,3,2,2,1.0
tuji1_official_train_0002628,train,3,2,2,1.0
tuji1_official_train_0002629,train,3,2,2,1.0
tuji1_official_train_0002630,train,3,2,2,1.0
tuji1_official_train_0002631,train,3,1,1,1.0
tuji1_official_train_0002632,train,3,1,1,1.0
tuji1_official_train_0002633,train,3,1,1,1.0
tuji1_official_train_0002634,train,3,1,1,1.0
tuji1_official_train_0002635,train,3,1,1,1.0
tuji1_official_train_0002636,train,3,2,2,1.0
tuji1_official_train_0002637,train,3,2,2,1.0
tuji1_official_train_0002638,train,3,2,2,1.0
tuji1_official_train_0002639,train,3,2,2,1.0
tuji1_official_train_0002640,train,3,2,2,1.0
tuji1_official_train_0002641,train,3,2,2,1.0
tuji1_official_train_0002642,train,3,2,2,1.0
tuji1_official_train_0002643,train,3,1,1,1.0
tuji1_official_train_0002644,train,3,1,1,1.0
tuji1_official_train_0002645,train,3,1,1,1.0
tuji1_official_train_0002646,train,3,1,1,1.0
tuji1_official_train_0002647,train,3,2,2,1.0
tuji1_official_train_0002648,train,3,2,2,1.0
tuji1_official_train_0002649,train,3,1,1,1.0
tuji1_official_train_0002650,train,3,1,1,1.0
tuji1_official_train_0002651,train,3,1,1,1.0
tuji1_official_train_0002652,train,3,1,1,1.0
tuji1_official_train_0002653,train,3,1,1,1.0
tuji1_official_train_0002654,train,3,2,2,1.0
tuji1_official_train_0002655,train,3,2,2,1.0
tuji1_official_train_0002656,train,3,2,2,1.0
tuji1_official_train_0002657,train,3,2,2,1.0
tuji1_official_train_0002658,train,3,2,2,1.0
tuji1_official_train_0002659,train,3,2,2,1.0
tuji1_official_train_0002660,train,3,2,2,1.0
tuji1_official_train_0002661,train,3,2,2,1.0
tuji1_official_train_0002662,train,3,2,2,1.0
tuji1_official_train_0002663,train,3,2,2,1.0
tuji1_official_train_0002664,train,3,2,2,1.0
tuji1_official_train_0002665,train,3,2,2,1.0
tuji1_official_train_0002666,train,3,2,2,1.0
tuji1_official_train_0002667,train,3,2,2,1.0
tuji1_official_train_0002668,train,3,1,1,1.0
tuji1_official_train_0002669,train,3,1,1,1.0
tuji1_official_train_0002670,train,3,2,2,1.0
tuji1_official_train_0002671,train,3,2,2,1.0
tuji1_official_train_0002672,train,3,2,2,1.0
tuji1_official_train_0002673,train,3,2,2,1.0
tuji1_official_train_0002674,train,3,2,2,1.0
tuji1_official_train_0002675,train,3,2,2,1.0
tuji1_official_train_0002676,train,3,2,2,1.0
tuji1_official_train_0002677,train,3,2,2,1.0
tuji1_official_train_0002678,train,3,2,2,1.0
tuji1_official_train_0002679,train,3,2,2,1.0
tuji1_official_train_0002680,train,3,2,2,1.0
tuji1_official_train_0002681,train,3,2,2,1.0
tuji1_official_train_0002682,train,3,2,2,1.0
tuji1_official_train_0002683,train,3,1,1,1.0
tuji1_official_train_0002684,train,3,1,1,1.0
tuji1_official_train_0002685,train,3,1,1,1.0
tuji1_official_train_0002686,train,3,1,1,1.0
tuji1_official_train_0002687,train,3,1,1,1.0
tuji1_official_train_0002688,train,3,1,1,1.0
tuji1_official_train_0002689,train,3,1,1,1.0
tuji1_official_train_0002690,train,3,1,1,1.0
tuji1_official_train_0002691,train,3,1,1,1.0
tuji1_official_train_0002692,train,3,1,1,1.0
tuji1_official_train_0002693,train,3,1,1,1.0
tuji1_official_train_0002694,train,3,1,1,1.0
tuji1_official_train_0002695,train,3,1,1,1.0
tuji1_official_train_0002696,train,3,1,1,1.0
tuji1_official_train_0002697,train,3,1,1,1.0
tuji1_official_train_0002698,train,3,1,1,1.0
tuji1_official_train_0002699,train,3,1,1,1.0
tuji1_official_train_0002700,train,3,1,1,1.0
tuji1_official_train_0002701,train,3,1,1,1.0
tuji1_official_train_0002702,train,3,1,1,1.0
tuji1_official_train_0002703,train,3,1,1,1.0
tuji1_official_train_0002704,train,3,1,1,1.0
tuji1_official_train_0002705,train,3,1,1,1.0
tuji1_official_train_0002706,train,3,1,1,1.0
tuji1_official_train_0002707,train,3,1,1,1.0
tuji1_official_train_0002708,train,3,1,1,1.0
tuji1_official_train_0002709,train,3,1,1,1.0
tuji1_official_train_0002710,train,3,1,1,1.0
tuji1_official_train_0002711,train,3,1,1,1.0
tuji1_official_train_0002712,train,3,1,1,1.0
tuji1_official_train_0002713,train,3,1,1,1.0
tuji1_official_train_0002714,train,3,1,1,1.0
tuji1_official_train_0002715,train,3,1,1,1.0
tuji1_official_train_0002716,train,3,1,1,1.0
tuji1_official_train_0002717,train,3,1,1,1.0
tuji1_official_train_0002718,train,3,1,1,1.0
tuji1_official_train_0002719,train,3,1,1,1.0
tuji1_official_train_0002720,train,3,1,1,1.0
tuji1_official_train_0002721,train,3,1,1,1.0
tuji1_official_train_0002722,train,3,1,1,1.0
tuji1_official_train_0002723,train,3,1,1,1.0
tuji1_official_train_0002724,train,3,1,1,1.0
tuji1_official_train_0002725,train,3,1,1,1.0
tuji1_official_train_0002726,train,3,1,1,1.0
tuji1_official_train_0002727,train,3,1,1,1.0
tuji1_official_train_0002728,train,3,1,1,1.0
tuji1_official_train_0002729,train,3,1,1,1.0
tuji1_official_train_0002730,train,3,1,1,1.0
tuji1_official_train_0002731,train,3,1,1,1.0
tuji1_official_train_0002732,train,3,1,1,1.0
tuji1_official_train_0002733,train,3,1,1,1.0
tuji1_official_train_0002734,train,3,1,1,1.0
tuji1_official_train_0002735,train,3,1,1,1.0
tuji1_official_train_0002736,train,3,1,1,1.0
tuji1_official_train_0002737,train,3,1,1,1.0
tuji1_official_train_0002738,train,3,1,1,1.0
tuji1_official_train_0002739,train,3,1,1,1.0
tuji1_official_train_0002740,train,3,1,1,1.0
tuji1_official_train_0002741,train,3,1,1,1.0
tuji1_official_train_0002742,train,3,1,1,1.0
tuji1_official_train_0002743,train,3,1,1,1.0
tuji1_official_train_0002744,train,3,1,1,1.0
tuji1_official_train_0002745,train,3,1,1,1.0
tuji1_official_train_0002746,train,3,1,1,1.0
tuji1_official_train_0002747,train,3,1,1,1.0
tuji1_official_train_0002748,train,3,1,1,1.0
tuji1_official_train_0002749,train,3,1,1,1.0
tuji1_official_train_0002750,train,3,1,1,1.0
tuji1_official_train_0002751,train,3,1,1,1.0
tuji1_official_train_0002752,train,3,1,1,1.0
tuji1_official_train_0002753,train,3,1,1,1.0
tuji1_official_train_0002754,train,3,1,1,1.0
tuji1_official_train_0002755,train,3,1,1,1.0
tuji1_official_train_0002756,train,3,1,1,1.0
tuji1_official_train_0002757,train,3,1,1,1.0
tuji1_official_train_0002758,train,3,1,1,1.0
tuji1_official_train_0002759,train,3,0,0,1.0
tuji1_official_train_0002760,train,3,0,0,1.0
tuji1_official_train_0002761,train,3,0,0,1.0
tuji1_official_train_0002762,train,3,0,0,1.0
tuji1_official_train_0002763,train,3,0,0,1.0
tuji1_official_train_0002764,train,3,0,0,1.0
tuji1_official_train_0002765,train,3,0,0,1.0
tuji1_official_train_0002766,train,3,0,0,1.0
tuji1_official_train_0002767,train,3,0,0,1.0
tuji1_official_train_0002768,train,3,0,0,1.0
tuji1_official_train_0002769,train,3,0,0,1.0
tuji1_official_train_0002770,train,3,0,0,1.0
tuji1_official_train_0002771,train,3,0,0,1.0
tuji1_official_train_0002772,train,3,0,0,1.0
tuji1_official_train_0002773,train,3,0,0,1.0
tuji1_official_train_0002774,train,3,1,1,1.0
tuji1_official_train_0002775,train,3,1,1,1.0
tuji1_official_train_0002776,train,3,1,1,1.0
tuji1_official_train_0002777,train,3,1,1,1.0
tuji1_official_train_0002778,train,3,1,1,1.0
tuji1_official_train_0002779,train,3,1,1,1.0
tuji1_official_train_0002780,train,3,1,1,1.0
tuji1_official_train_0002781,train,3,0,0,1.0
tuji1_official_train_0002782,train,3,0,0,1.0
tuji1_official_train_0002783,train,3,0,0,1.0
tuji1_official_train_0002784,train,3,0,0,1.0
tuji1_official_train_0002785,train,3,0,0,1.0
tuji1_official_train_0002786,train,3,0,0,1.0
tuji1_official_train_0002787,train,3,0,0,1.0
tuji1_official_train_0002788,train,3,0,0,1.0
tuji1_official_train_0002789,train,3,0,0,1.0
tuji1_official_train_0002790,train,3,0,0,1.0
tuji1_official_train_0002791,train,3,0,0,1.0
tuji1_official_train_0002792,train,3,0,0,1.0
tuji1_official_train_0002793,train,3,0,0,1.0
tuji1_official_train_0002794,train,3,0,0,1.0
tuji1_official_train_0002795,train,3,0,0,1.0
tuji1_official_train_0002796,train,3,1,1,1.0
tuji1_official_train_0002797,train,3,1,1,1.0
tuji1_official_train_0002798,train,3,1,1,1.0
tuji1_official_train_0002799,train,3,1,1,1.0
tuji1_official_train_0002800,train,3,1,1,1.0
tuji1_official_train_0002801,train,3,1,1,1.0
tuji1_official_train_0002802,train,3,1,1,1.0
tuji1_official_train_0002803,train,3,1,1,1.0
tuji1_official_train_0002804,train,3,1,1,1.0
tuji1_official_train_0002805,train,3,0,0,1.0
tuji1_official_train_0002806,train,3,0,0,1.0
tuji1_official_train_0002807,train,3,0,0,1.0
tuji1_official_train_0002808,train,3,0,0,1.0
tuji1_official_train_0002809,train,3,0,0,1.0
tuji1_official_train_0002810,train,3,0,0,1.0
tuji1_official_train_0002811,train,3,0,0,1.0
tuji1_official_train_0002812,train,3,0,0,1.0
tuji1_official_train_0002813,train,3,0,0,1.0
tuji1_official_train_0002814,train,3,0,0,1.0
tuji1_official_train_0002815,train,3,0,0,1.0
tuji1_official_train_0002816,train,3,0,0,1.0
tuji1_official_train_0002817,train,3,0,0,1.0
tuji1_official_train_0002818,train,3,0,0,1.0
tuji1_official_train_0002819,train,3,0,0,1.0
tuji1_official_train_0002820,train,3,0,0,1.0
tuji1_official_train_0002821,train,3,1,1,1.0
tuji1_official_train_0002822,train,3,1,1,1.0
tuji1_official_train_0002823,train,3,1,1,1.0
tuji1_official_train_0002824,train,3,1,1,1.0
tuji1_official_train_0002825,train,3,1,1,1.0
tuji1_official_train_0002826,train,3,1,1,1.0
tuji1_official_train_0002827,train,3,1,1,1.0
tuji1_official_train_0002828,train,3,0,0,1.0
tuji1_official_train_0002829,train,3,0,0,1.0
tuji1_official_train_0002830,train,3,0,0,1.0
tuji1_official_train_0002831,train,3,0,0,1.0
tuji1_official_train_0002832,train,3,0,0,1.0
tuji1_official_train_0002833,train,3,0,0,1.0
tuji1_official_train_0002834,train,3,0,0,1.0
tuji1_official_train_0002835,train,3,0,0,1.0
tuji1_official_train_0002836,train,3,0,0,1.0
tuji1_official_train_0002837,train,3,0,0,1.0
tuji1_official_train_0002838,train,3,0,0,1.0
tuji1_official_train_0002839,train,3,0,0,1.0
tuji1_official_train_0002840,train,3,0,0,1.0
tuji1_official_train_0002841,train,3,0,0,1.0
tuji1_official_train_0002842,train,3,0,0,1.0
tuji1_official_train_0002843,train,3,0,0,1.0
tuji1_official_train_0002844,train,3,1,1,1.0
tuji1_official_train_0002845,train,3,1,1,1.0
tuji1_official_train_0002846,train,3,1,1,1.0
tuji1_official_train_0002847,train,3,1,1,1.0
tuji1_official_train_0002848,train,3,0,0,1.0
tuji1_official_train_0002849,train,3,0,0,1.0
tuji1_official_train_0002850,train,3,0,0,1.0
tuji1_official_train_0002851,train,3,0,0,1.0
tuji1_official_train_0002852,train,3,0,0,1.0
tuji1_official_train_0002853,train,3,0,0,1.0
tuji1_official_train_0002854,train,3,0,0,1.0
tuji1_official_train_0002855,train,3,0,0,1.0
tuji1_official_train_0002856,train,3,0,0,1.0
tuji1_official_train_0002857,train,3,0,0,1.0
tuji1_official_train_0002858,train,3,0,0,1.0
tuji1_official_train_0002859,train,3,0,0,1.0
tuji1_official_train_0002860,train,3,0,0,1.0
tuji1_official_train_0002861,train,3,0,0,1.0
tuji1_official_train_0002862,train,3,1,1,1.0
tuji1_official_train_0002863,train,3,1,1,1.0
tuji1_official_train_0002864,train,3,1,1,1.0
tuji1_official_train_0002865,train,3,1,1,1.0
tuji1_official_train_0002866,train,3,1,1,1.0
tuji1_official_train_0002867,train,3,1,1,1.0
tuji1_official_train_0002868,train,3,0,0,1.0
tuji1_official_train_0002869,train,3,0,0,1.0
tuji1_official_train_0002870,train,3,0,0,1.0
tuji1_official_train_0002871,train,3,0,0,1.0
tuji1_official_train_0002872,train,3,0,0,1.0
tuji1_official_train_0002873,train,3,0,0,1.0
tuji1_official_train_0002874,train,3,0,0,1.0
tuji1_official_train_0002875,train,3,0,0,1.0
tuji1_official_train_0002876,train,3,0,0,1.0
tuji1_official_train_0002877,train,3,1,1,1.0
tuji1_official_train_0002878,train,3,1,1,1.0
tuji1_official_train_0002879,train,3,1,1,1.0
tuji1_official_train_0002880,train,3,1,1,1.0
tuji1_official_train_0002881,train,3,0,0,1.0
tuji1_official_train_0002882,train,3,0,0,1.0
tuji1_official_train_0002883,train,3,0,0,1.0
tuji1_official_train_0002884,train,3,0,0,1.0
tuji1_official_train_0002885,train,3,0,0,1.0
tuji1_official_train_0002886,train,3,0,0,1.0
tuji1_official_train_0002887,train,3,0,0,1.0
tuji1_official_train_0002888,train,3,0,0,1.0
tuji1_official_train_0002889,train,3,0,0,1.0
tuji1_official_train_0002890,train,3,0,0,1.0
tuji1_official_train_0002891,train,3,1,1,1.0
tuji1_official_train_0002892,train,3,1,1,1.0
tuji1_official_train_0002893,train,3,1,1,1.0
tuji1_official_train_0002894,train,3,1,1,1.0
tuji1_official_train_0002895,train,3,1,1,1.0
tuji1_official_train_0002896,train,3,0,0,1.0
tuji1_official_train_0002897,train,3,0,0,1.0
tuji1_official_train_0002898,train,3,0,0,1.0
tuji1_official_train_0002899,train,3,0,0,1.0
tuji1_official_train_0002900,train,3,0,0,1.0
tuji1_official_train_0002901,train,3,0,0,1.0
tuji1_official_train_0002902,train,3,0,0,1.0
tuji1_official_train_0002903,train,3,0,0,1.0
tuji1_official_train_0002904,train,3,0,0,1.0
tuji1_official_train_0002905,train,3,0,0,1.0
tuji1_official_train_0002906,train,3,1,1,1.0
tuji1_official_train_0002907,train,3,1,1,1.0
tuji1_official_train_0002908,train,3,1,1,1.0
tuji1_official_train_0002909,train,3,1,1,1.0
tuji1_official_train_0002910,train,3,1,1,1.0
tuji1_official_train_0002911,train,3,0,0,1.0
tuji1_official_train_0002912,train,3,0,0,1.0
tuji1_official_train_0002913,train,3,0,0,1.0
tuji1_official_train_0002914,train,3,0,0,1.0
tuji1_official_train_0002915,train,3,0,0,1.0
tuji1_official_train_0002916,train,3,0,0,1.0
tuji1_official_train_0002917,train,3,0,0,1.0
tuji1_official_train_0002918,train,3,0,0,1.0
tuji1_official_train_0002919,train,3,0,0,1.0
tuji1_official_train_0002920,train,3,0,0,1.0
tuji1_official_train_0002921,train,3,0,0,1.0
tuji1_official_train_0002922,train,3,1,1,1.0
tuji1_official_train_0002923,train,3,1,1,1.0
tuji1_official_train_0002924,train,3,1,1,1.0
tuji1_official_train_0002925,train,3,1,1,1.0
tuji1_official_train_0002926,train,3,1,1,1.0
tuji1_official_train_0002927,train,3,0,0,1.0
tuji1_official_train_0002928,train,3,0,0,1.0
tuji1_official_train_0002929,train,3,0,0,1.0
tuji1_official_train_0002930,train,3,0,0,1.0
tuji1_official_train_0002931,train,3,0,0,1.0
tuji1_official_train_0002932,train,3,0,0,1.0
tuji1_official_train_0002933,train,3,0,0,1.0
tuji1_official_train_0002934,train,3,1,1,1.0
tuji1_official_train_0002935,train,3,1,1,1.0
tuji1_official_train_0002936,train,3,1,1,1.0
tuji1_official_train_0002937,train,3,1,1,1.0
tuji1_official_train_0002938,train,3,1,1,1.0
tuji1_official_train_0002939,train,3,0,0,1.0
tuji1_official_train_0002940,train,3,0,0,1.0
tuji1_official_train_0002941,train,3,0,0,1.0
tuji1_official_train_0002942,train,3,0,0,1.0
tuji1_official_train_0002943,train,3,0,0,1.0
tuji1_official_train_0002944,train,3,0,0,1.0
tuji1_official_train_0002945,train,3,0,0,1.0
tuji1_official_train_0002946,train,3,0,0,1.0
tuji1_official_train_0002947,train,3,0,0,1.0
tuji1_official_train_0002948,train,3,1,1,1.0
tuji1_official_train_0002949,train,3,1,1,1.0
tuji1_official_train_0002950,train,3,1,1,1.0
tuji1_official_train_0002951,train,3,1,1,1.0
tuji1_official_train_0002952,train,3,0,0,1.0
tuji1_official_train_0002953,train,3,0,0,1.0
tuji1_official_train_0002954,train,3,0,0,1.0
tuji1_official_train_0002955,train,3,0,0,1.0
tuji1_official_train_0002956,train,3,0,0,1.0
tuji1_official_train_0002957,train,3,0,0,1.0
tuji1_official_train_0002958,train,3,0,0,1.0
tuji1_official_train_0002959,train,3,0,0,1.0
tuji1_official_train_0002960,train,3,0,0,1.0
tuji1_official_train_0002961,train,3,0,0,1.0
tuji1_official_train_0002962,train,3,0,0,1.0
tuji1_official_train_0002963,train,3,0,0,1.0
tuji1_official_train_0002964,train,3,1,1,1.0
tuji1_official_train_0002965,train,3,1,1,1.0
tuji1_official_train_0002966,train,3,1,1,1.0
tuji1_official_train_0002967,train,3,1,1,1.0
tuji1_official_train_0002968,train,3,0,0,1.0
tuji1_official_train_0002969,train,3,0,0,1.0
tuji1_official_train_0002970,train,3,0,0,1.0
tuji1_official_train_0002971,train,3,0,0,1.0
tuji1_official_train_0002972,train,3,0,0,1.0
tuji1_official_train_0002973,train,3,0,0,1.0
tuji1_official_train_0002974,train,3,0,0,1.0
tuji1_official_train_0002975,train,3,0,0,1.0
tuji1_official_train_0002976,train,3,0,0,1.0
tuji1_official_train_0002977,train,3,0,0,1.0
tuji1_official_train_0002978,train,3,1,1,1.0
tuji1_official_train_0002979,train,3,1,1,1.0
tuji1_official_train_0002980,train,3,1,1,1.0
tuji1_official_train_0002981,train,3,0,0,1.0
tuji1_official_train_0002982,train,3,0,0,1.0
tuji1_official_train_0002983,train,3,0,0,1.0
tuji1_official_train_0002984,train,3,0,0,1.0
tuji1_official_train_0002985,train,3,0,0,1.0
tuji1_official_train_0002986,train,3,0,0,1.0
tuji1_official_train_0002987,train,3,0,0,1.0
tuji1_official_train_0002988,train,3,0,0,1.0
tuji1_official_train_0002989,train,3,0,0,1.0
tuji1_official_train_0002990,train,3,0,0,1.0
tuji1_official_train_0002991,train,3,1,1,1.0
tuji1_official_train_0002992,train,3,1,1,1.0
tuji1_official_train_0002993,train,3,1,1,1.0
tuji1_official_train_0002994,train,3,0,0,1.0
tuji1_official_train_0002995,train,3,0,0,1.0
tuji1_official_train_0002996,train,3,0,0,1.0
tuji1_official_train_0002997,train,3,0,0,1.0
tuji1_official_train_0002998,train,3,0,0,1.0
tuji1_official_train_0002999,train,3,0,0,1.0
tuji1_official_train_0003000,train,3,0,0,1.0
tuji1_official_train_0003001,train,3,0,0,1.0
tuji1_official_train_0003002,train,3,0,0,1.0
tuji1_official_train_0003003,train,3,0,0,1.0
tuji1_official_train_0003004,train,3,0,0,1.0
tuji1_official_train_0003005,train,3,0,0,1.0
tuji1_official_train_0003006,train,3,0,0,1.0
tuji1_official_train_0003007,train,3,0,0,1.0
tuji1_official_train_0003008,train,3,0,0,1.0
tuji1_official_train_0003009,train,3,0,0,1.0
tuji1_official_train_0003010,train,3,0,0,1.0
tuji1_official_train_0003011,train,3,0,0,1.0
tuji1_official_train_0003012,train,3,0,0,1.0
tuji1_official_train_0003013,train,3,1,1,1.0
